home_team,away_team,home_goals,away_goals,result,result,h_win,h_tie,h_loss,season,home_wins,home_ties,home_loss,away_wins,away_ties,away_loss,h_total_games,a_total_games,h_w_pct,h_d_pct,h_l_pct,a_w_pct,a_d_pct,a_l_pct,home_l1_wins,home_l1_ties,home_l1_loss,away_l1_wins,away_l1_ties,away_l1_loss,home_l2_wins,home_l2_ties,home_l2_loss,away_l2_wins,away_l2_ties,away_l2_loss,home_l3_wins,home_l3_ties,home_l3_loss,away_l3_wins,away_l3_ties,away_l3_loss,home_l4_wins,home_l4_ties,home_l4_loss,away_l4_wins,away_l4_ties,away_l4_loss,home_l5_wins,home_l5_ties,home_l5_loss,away_l5_wins,away_l5_ties,away_l5_loss,home_l6_wins,home_l6_ties,home_l6_loss,away_l6_wins,away_l6_ties,away_l6_loss,home_l7_wins,home_l7_ties,home_l7_loss,away_l7_wins,away_l7_ties,away_l7_loss,home_l8_wins,home_l8_ties,home_l8_loss,away_l8_wins,away_l8_ties,away_l8_loss,home_l9_wins,home_l9_ties,home_l9_loss,away_l9_wins,away_l9_ties,away_l9_loss,home_l10_wins,home_l10_ties,home_l10_loss,away_l10_wins,away_l10_ties,away_l10_loss,home_l12_wins,home_l12_ties,home_l12_loss,away_l12_wins,away_l12_ties,away_l12_loss,home_l14_wins,home_l14_ties,home_l14_loss,away_l14_wins,away_l14_ties,away_l14_loss,home_l16_wins,home_l16_ties,home_l16_loss,away_l16_wins,away_l16_ties,away_l16_loss,home_l18_wins,home_l18_ties,home_l18_loss,away_l18_wins,away_l18_ties,away_l18_loss,home_l20_wins,home_l20_ties,home_l20_loss,away_l20_wins,away_l20_ties,away_l20_loss
Aston Villa,West Ham United,1,0,H,2,1,0,0,2006-2007,6,11,8,5,5,15,25,25,0.24,0.44,0.32,0.2,0.2,0.6,0,0,1,0,0,1,0.5,0,0.5,0,0.5,0.5,0.333333333,0,0.666666667,0,0.666666667,0.333333333,0.25,0.25,0.5,0,0.5,0.5,0.2,0.2,0.6,0,0.4,0.6,0.166666667,0.166666667,0.666666667,0,0.333333333,0.666666667,0.142857143,0.142857143,0.714285714,0,0.428571429,0.571428571,0.125,0.125,0.75,0.125,0.375,0.5,0.111111111,0.222222222,0.666666667,0.111111111,0.333333333,0.555555556,0.1,0.3,0.6,0.1,0.3,0.6,0.083333333,0.333333333,0.583333333,0.166666667,0.25,0.583333333,0.142857143,0.357142857,0.5,0.142857143,0.214285714,0.642857143,0.1875,0.3125,0.5,0.25,0.1875,0.5625,0.166666667,0.388888889,0.444444444,0.222222222,0.166666667,0.611111111,0.2,0.4,0.4,0.2,0.15,0.65
Blackburn Rovers,Sheffield United,2,1,H,2,1,0,0,2006-2007,9,4,12,7,6,12,25,25,0.36,0.16,0.48,0.28,0.24,0.48,0,0,1,1,0,0,0,0,1,0.5,0,0.5,0.333333333,0,0.666666667,0.333333333,0.333333333,0.333333333,0.25,0,0.75,0.25,0.25,0.5,0.4,0,0.6,0.4,0.2,0.4,0.5,0,0.5,0.333333333,0.166666667,0.5,0.571428571,0,0.428571429,0.285714286,0.142857143,0.571428571,0.5,0,0.5,0.375,0.125,0.5,0.555555556,0,0.444444444,0.333333333,0.222222222,0.444444444,0.5,0,0.5,0.4,0.2,0.4,0.5,0,0.5,0.416666667,0.166666667,0.416666667,0.428571429,0.071428571,0.5,0.357142857,0.214285714,0.428571429,0.375,0.0625,0.5625,0.375,0.1875,0.4375,0.333333333,0.111111111,0.555555556,0.333333333,0.222222222,0.444444444,0.4,0.1,0.5,0.35,0.2,0.45
Charlton Athletic,Chelsea,0,1,A,0,0,0,1,2006-2007,5,5,15,16,6,3,25,25,0.2,0.2,0.6,0.64,0.24,0.12,0,1,0,1,0,0,0.5,0.5,0,0.5,0,0.5,0.333333333,0.333333333,0.333333333,0.666666667,0,0.333333333,0.25,0.25,0.5,0.5,0.25,0.25,0.4,0.2,0.4,0.4,0.4,0.2,0.333333333,0.333333333,0.333333333,0.333333333,0.5,0.166666667,0.285714286,0.285714286,0.428571429,0.428571429,0.428571429,0.142857143,0.25,0.25,0.5,0.5,0.375,0.125,0.222222222,0.222222222,0.555555556,0.555555556,0.333333333,0.111111111,0.3,0.2,0.5,0.5,0.4,0.1,0.25,0.25,0.5,0.5,0.416666667,0.083333333,0.214285714,0.214285714,0.571428571,0.571428571,0.357142857,0.071428571,0.25,0.25,0.5,0.5625,0.3125,0.125,0.222222222,0.277777778,0.5,0.611111111,0.277777778,0.111111111,0.2,0.25,0.55,0.6,0.3,0.1
Fulham,Newcastle United,2,1,H,2,1,0,0,2006-2007,6,11,8,9,6,10,25,25,0.24,0.44,0.32,0.36,0.24,0.4,0,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0.666666667,0.333333333,0.666666667,0.333333333,0,0,0.75,0.25,0.5,0.5,0,0,0.8,0.2,0.4,0.4,0.2,0,0.833333333,0.166666667,0.333333333,0.333333333,0.333333333,0,0.857142857,0.142857143,0.428571429,0.285714286,0.285714286,0.125,0.75,0.125,0.5,0.25,0.25,0.111111111,0.666666667,0.222222222,0.444444444,0.222222222,0.333333333,0.1,0.6,0.3,0.5,0.2,0.3,0.166666667,0.5,0.333333333,0.583333333,0.166666667,0.25,0.142857143,0.5,0.357142857,0.5,0.285714286,0.214285714,0.1875,0.4375,0.375,0.4375,0.3125,0.25,0.222222222,0.444444444,0.333333333,0.388888889,0.277777778,0.333333333,0.2,0.45,0.35,0.35,0.3,0.35
Manchester City,Reading,0,2,A,0,0,0,1,2006-2007,8,6,10,11,4,10,24,25,0.333333333,0.25,0.416666667,0.44,0.16,0.4,0,0,1,1,0,0,0,0.5,0.5,1,0,0,0.333333333,0.333333333,0.333333333,0.666666667,0.333333333,0,0.5,0.25,0.25,0.75,0.25,0,0.6,0.2,0.2,0.6,0.2,0.2,0.5,0.166666667,0.333333333,0.5,0.333333333,0.166666667,0.428571429,0.142857143,0.428571429,0.428571429,0.285714286,0.285714286,0.375,0.125,0.5,0.375,0.25,0.375,0.333333333,0.222222222,0.444444444,0.333333333,0.333333333,0.333333333,0.4,0.2,0.4,0.3,0.3,0.4,0.416666667,0.166666667,0.416666667,0.416666667,0.25,0.333333333,0.357142857,0.214285714,0.428571429,0.5,0.214285714,0.285714286,0.375,0.1875,0.4375,0.4375,0.1875,0.375,0.333333333,0.277777778,0.388888889,0.388888889,0.166666667,0.444444444,0.35,0.25,0.4,0.4,0.2,0.4
Watford,Bolton Wanderers,0,1,A,0,0,0,1,2006-2007,2,9,13,12,5,8,24,25,0.083333333,0.375,0.541666667,0.48,0.2,0.32,0,0,1,0,1,0,0.5,0,0.5,0,0.5,0.5,0.333333333,0,0.666666667,0,0.666666667,0.333333333,0.25,0,0.75,0,0.5,0.5,0.2,0.2,0.6,0.2,0.4,0.4,0.166666667,0.166666667,0.666666667,0.333333333,0.333333333,0.333333333,0.142857143,0.142857143,0.714285714,0.428571429,0.285714286,0.285714286,0.125,0.125,0.75,0.5,0.25,0.25,0.111111111,0.222222222,0.666666667,0.555555556,0.222222222,0.222222222,0.1,0.3,0.6,0.5,0.2,0.3,0.083333333,0.25,0.666666667,0.5,0.166666667,0.333333333,0.142857143,0.214285714,0.642857143,0.428571429,0.214285714,0.357142857,0.125,0.3125,0.5625,0.375,0.1875,0.4375,0.111111111,0.333333333,0.555555556,0.444444444,0.166666667,0.388888889,0.1,0.4,0.5,0.5,0.15,0.35
Wigan Athletic,Portsmouth,1,0,H,2,1,0,0,2006-2007,6,4,14,10,8,7,24,25,0.25,0.166666667,0.583333333,0.4,0.32,0.28,0,0,1,0,1,0,0,0,1,0,0.5,0.5,0,0,1,0,0.666666667,0.333333333,0,0,1,0,0.75,0.25,0,0,1,0,0.6,0.4,0,0,1,0.166666667,0.5,0.333333333,0,0,1,0.285714286,0.428571429,0.285714286,0,0,1,0.25,0.5,0.25,0,0.111111111,0.888888889,0.333333333,0.444444444,0.222222222,0.1,0.1,0.8,0.3,0.5,0.2,0.083333333,0.083333333,0.833333333,0.25,0.5,0.25,0.142857143,0.142857143,0.714285714,0.285714286,0.5,0.214285714,0.25,0.125,0.625,0.3125,0.4375,0.25,0.277777778,0.111111111,0.611111111,0.333333333,0.388888889,0.277777778,0.25,0.15,0.6,0.3,0.35,0.35
Middlesbrough,Arsenal,1,1,D,1,0,1,0,2006-2007,8,7,10,13,6,5,25,24,0.32,0.28,0.4,0.541666667,0.25,0.208333333,0,1,0,1,0,0,0.5,0.5,0,1,0,0,0.666666667,0.333333333,0,1,0,0,0.75,0.25,0,0.75,0,0.25,0.6,0.2,0.2,0.8,0,0.2,0.5,0.333333333,0.166666667,0.833333333,0,0.166666667,0.571428571,0.285714286,0.142857143,0.714285714,0.142857143,0.142857143,0.5,0.25,0.25,0.75,0.125,0.125,0.444444444,0.333333333,0.222222222,0.666666667,0.222222222,0.111111111,0.4,0.3,0.3,0.7,0.2,0.1,0.333333333,0.333333333,0.333333333,0.583333333,0.166666667,0.25,0.357142857,0.357142857,0.285714286,0.571428571,0.214285714,0.214285714,0.3125,0.3125,0.375,0.5,0.25,0.25,0.388888889,0.277777778,0.333333333,0.555555556,0.222222222,0.222222222,0.35,0.25,0.4,0.6,0.2,0.2
Tottenham Hotspur,Manchester United,0,4,A,0,0,0,1,2006-2007,9,6,9,19,3,3,24,25,0.375,0.25,0.375,0.76,0.12,0.12,0,1,0,1,0,0,0,0.5,0.5,0.5,0,0.5,0,0.666666667,0.333333333,0.666666667,0,0.333333333,0,0.5,0.5,0.5,0.25,0.25,0.2,0.4,0.4,0.6,0.2,0.2,0.166666667,0.333333333,0.5,0.666666667,0.166666667,0.166666667,0.285714286,0.285714286,0.428571429,0.714285714,0.142857143,0.142857143,0.375,0.25,0.375,0.625,0.125,0.25,0.444444444,0.222222222,0.333333333,0.666666667,0.111111111,0.222222222,0.4,0.2,0.4,0.7,0.1,0.2,0.416666667,0.25,0.333333333,0.666666667,0.166666667,0.166666667,0.428571429,0.214285714,0.357142857,0.714285714,0.142857143,0.142857143,0.4375,0.25,0.3125,0.75,0.125,0.125,0.444444444,0.277777778,0.277777778,0.777777778,0.111111111,0.111111111,0.4,0.3,0.3,0.75,0.15,0.1
Reading,Aston Villa,2,0,H,2,1,0,0,2006-2007,12,4,10,7,11,8,26,26,0.461538462,0.153846154,0.384615385,0.269230769,0.423076923,0.307692308,1,0,0,1,0,0,1,0,0,0.5,0,0.5,1,0,0,0.666666667,0,0.333333333,0.75,0.25,0,0.5,0,0.5,0.8,0.2,0,0.4,0.2,0.4,0.666666667,0.166666667,0.166666667,0.333333333,0.166666667,0.5,0.571428571,0.285714286,0.142857143,0.285714286,0.142857143,0.571428571,0.5,0.25,0.25,0.25,0.125,0.625,0.444444444,0.222222222,0.333333333,0.222222222,0.111111111,0.666666667,0.4,0.3,0.3,0.2,0.2,0.6,0.416666667,0.25,0.333333333,0.166666667,0.25,0.583333333,0.5,0.214285714,0.285714286,0.142857143,0.357142857,0.5,0.5,0.1875,0.3125,0.25,0.3125,0.4375,0.444444444,0.166666667,0.388888889,0.222222222,0.333333333,0.444444444,0.45,0.15,0.4,0.2,0.4,0.4
Chelsea,Middlesbrough,3,0,H,2,1,0,0,2006-2007,17,6,3,8,8,10,26,26,0.653846154,0.230769231,0.115384615,0.307692308,0.307692308,0.384615385,1,0,0,0,1,0,1,0,0,0,1,0,0.666666667,0,0.333333333,0.333333333,0.666666667,0,0.75,0,0.25,0.5,0.5,0,0.6,0.2,0.2,0.6,0.4,0,0.5,0.333333333,0.166666667,0.5,0.333333333,0.166666667,0.428571429,0.428571429,0.142857143,0.428571429,0.428571429,0.142857143,0.5,0.375,0.125,0.5,0.375,0.125,0.555555556,0.333333333,0.111111111,0.444444444,0.333333333,0.222222222,0.6,0.3,0.1,0.4,0.4,0.2,0.583333333,0.333333333,0.083333333,0.333333333,0.333333333,0.333333333,0.571428571,0.357142857,0.071428571,0.285714286,0.428571429,0.285714286,0.5625,0.3125,0.125,0.3125,0.375,0.3125,0.611111111,0.277777778,0.111111111,0.333333333,0.333333333,0.333333333,0.6,0.3,0.1,0.35,0.3,0.35
Everton,Blackburn Rovers,1,0,H,2,1,0,0,2006-2007,9,9,7,10,4,12,25,26,0.36,0.36,0.28,0.384615385,0.153846154,0.461538462,0,1,0,1,0,0,0.5,0.5,0,0.5,0,0.5,0.333333333,0.666666667,0,0.333333333,0,0.666666667,0.25,0.5,0.25,0.5,0,0.5,0.4,0.4,0.2,0.4,0,0.6,0.333333333,0.5,0.166666667,0.5,0,0.5,0.428571429,0.428571429,0.142857143,0.571428571,0,0.428571429,0.375,0.375,0.25,0.625,0,0.375,0.333333333,0.333333333,0.333333333,0.555555556,0,0.444444444,0.4,0.3,0.3,0.6,0,0.4,0.333333333,0.333333333,0.333333333,0.5,0,0.5,0.357142857,0.285714286,0.357142857,0.5,0.071428571,0.428571429,0.3125,0.3125,0.375,0.4375,0.0625,0.5,0.333333333,0.277777778,0.388888889,0.388888889,0.055555556,0.555555556,0.3,0.35,0.35,0.4,0.1,0.5
Manchester United,Charlton Athletic,2,0,H,2,1,0,0,2006-2007,20,3,3,5,5,16,26,26,0.769230769,0.115384615,0.115384615,0.192307692,0.192307692,0.615384615,1,0,0,0,0,1,1,0,0,0,0.5,0.5,0.666666667,0,0.333333333,0.333333333,0.333333333,0.333333333,0.75,0,0.25,0.25,0.25,0.5,0.6,0.2,0.2,0.2,0.2,0.6,0.666666667,0.166666667,0.166666667,0.333333333,0.166666667,0.5,0.714285714,0.142857143,0.142857143,0.285714286,0.285714286,0.428571429,0.75,0.125,0.125,0.25,0.25,0.5,0.666666667,0.111111111,0.222222222,0.222222222,0.222222222,0.555555556,0.7,0.1,0.2,0.2,0.2,0.6,0.75,0.083333333,0.166666667,0.25,0.166666667,0.583333333,0.714285714,0.142857143,0.142857143,0.214285714,0.214285714,0.571428571,0.75,0.125,0.125,0.25,0.1875,0.5625,0.777777778,0.111111111,0.111111111,0.222222222,0.277777778,0.5,0.8,0.1,0.1,0.2,0.25,0.55
Newcastle United,Liverpool,2,1,H,2,1,0,0,2006-2007,9,6,11,15,5,6,26,26,0.346153846,0.230769231,0.423076923,0.576923077,0.192307692,0.230769231,0,0,1,0,1,0,0.5,0,0.5,0.5,0.5,0,0.333333333,0.333333333,0.333333333,0.666666667,0.333333333,0,0.5,0.25,0.25,0.75,0.25,0,0.4,0.4,0.2,0.8,0.2,0,0.333333333,0.333333333,0.333333333,0.833333333,0.166666667,0,0.285714286,0.285714286,0.428571429,0.714285714,0.142857143,0.142857143,0.375,0.25,0.375,0.75,0.125,0.125,0.444444444,0.222222222,0.333333333,0.777777778,0.111111111,0.111111111,0.4,0.2,0.4,0.8,0.1,0.1,0.5,0.166666667,0.333333333,0.75,0.166666667,0.083333333,0.5,0.214285714,0.285714286,0.714285714,0.214285714,0.071428571,0.4375,0.25,0.3125,0.6875,0.1875,0.125,0.388888889,0.277777778,0.333333333,0.666666667,0.166666667,0.166666667,0.35,0.25,0.4,0.6,0.2,0.2
Sheffield United,Tottenham Hotspur,2,1,H,2,1,0,0,2006-2007,7,6,13,9,6,10,26,25,0.269230769,0.230769231,0.5,0.36,0.24,0.4,0,0,1,0,0,1,0.5,0,0.5,0,0.5,0.5,0.333333333,0,0.666666667,0,0.333333333,0.666666667,0.25,0.25,0.5,0,0.5,0.5,0.2,0.2,0.6,0,0.4,0.6,0.333333333,0.166666667,0.5,0.166666667,0.333333333,0.5,0.285714286,0.142857143,0.571428571,0.142857143,0.285714286,0.571428571,0.25,0.125,0.625,0.25,0.25,0.5,0.333333333,0.111111111,0.555555556,0.333333333,0.222222222,0.444444444,0.3,0.2,0.5,0.4,0.2,0.4,0.416666667,0.166666667,0.416666667,0.416666667,0.166666667,0.416666667,0.357142857,0.142857143,0.5,0.357142857,0.214285714,0.428571429,0.375,0.1875,0.4375,0.375,0.25,0.375,0.333333333,0.166666667,0.5,0.388888889,0.277777778,0.333333333,0.35,0.2,0.45,0.4,0.25,0.35
West Ham United,Watford,0,1,A,0,0,0,1,2006-2007,5,5,16,2,9,14,26,25,0.192307692,0.192307692,0.615384615,0.08,0.36,0.56,0,0,1,0,0,1,0,0,1,0,0,1,0,0.333333333,0.666666667,0.333333333,0,0.666666667,0,0.5,0.5,0.25,0,0.75,0,0.4,0.6,0.2,0,0.8,0,0.333333333,0.666666667,0.166666667,0.166666667,0.666666667,0,0.285714286,0.714285714,0.142857143,0.142857143,0.714285714,0,0.375,0.625,0.125,0.125,0.75,0.111111111,0.333333333,0.555555556,0.111111111,0.111111111,0.777777778,0.1,0.3,0.6,0.1,0.2,0.7,0.083333333,0.25,0.666666667,0.083333333,0.25,0.666666667,0.142857143,0.214285714,0.642857143,0.071428571,0.214285714,0.714285714,0.1875,0.1875,0.625,0.125,0.25,0.625,0.222222222,0.166666667,0.611111111,0.111111111,0.277777778,0.611111111,0.2,0.15,0.65,0.1,0.35,0.55
Portsmouth,Manchester City,2,1,H,2,1,0,0,2006-2007,10,8,8,8,6,11,26,25,0.384615385,0.307692308,0.307692308,0.32,0.24,0.44,0,0,1,0,0,1,0,0.5,0.5,0,0,1,0,0.333333333,0.666666667,0,0.333333333,0.666666667,0,0.5,0.5,0.25,0.25,0.5,0,0.6,0.4,0.4,0.2,0.4,0,0.5,0.5,0.5,0.166666667,0.333333333,0.142857143,0.428571429,0.428571429,0.428571429,0.142857143,0.428571429,0.25,0.375,0.375,0.375,0.125,0.5,0.222222222,0.444444444,0.333333333,0.333333333,0.111111111,0.555555556,0.3,0.4,0.3,0.3,0.2,0.5,0.25,0.5,0.25,0.333333333,0.166666667,0.5,0.285714286,0.428571429,0.285714286,0.357142857,0.214285714,0.428571429,0.25,0.4375,0.3125,0.375,0.1875,0.4375,0.277777778,0.388888889,0.333333333,0.333333333,0.222222222,0.444444444,0.3,0.35,0.35,0.35,0.25,0.4
Bolton Wanderers,Fulham,2,1,H,2,1,0,0,2006-2007,13,5,8,7,11,8,26,26,0.5,0.192307692,0.307692308,0.269230769,0.423076923,0.307692308,1,0,0,1,0,0,0.5,0.5,0,0.5,0,0.5,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.25,0.5,0.25,0.25,0.5,0.25,0.2,0.4,0.4,0.2,0.6,0.2,0.333333333,0.333333333,0.333333333,0.166666667,0.666666667,0.166666667,0.428571429,0.285714286,0.285714286,0.142857143,0.714285714,0.142857143,0.5,0.25,0.25,0.125,0.75,0.125,0.555555556,0.222222222,0.222222222,0.222222222,0.666666667,0.111111111,0.6,0.2,0.2,0.2,0.6,0.2,0.5,0.166666667,0.333333333,0.25,0.5,0.25,0.5,0.142857143,0.357142857,0.214285714,0.428571429,0.357142857,0.4375,0.1875,0.375,0.25,0.4375,0.3125,0.444444444,0.166666667,0.388888889,0.222222222,0.444444444,0.333333333,0.5,0.15,0.35,0.25,0.45,0.3
Arsenal,Wigan Athletic,2,1,H,2,1,0,0,2006-2007,13,7,5,7,4,14,25,25,0.52,0.28,0.2,0.28,0.16,0.56,0,1,0,1,0,0,0.5,0.5,0,0.5,0,0.5,0.666666667,0.333333333,0,0.333333333,0,0.666666667,0.75,0.25,0,0.25,0,0.75,0.6,0.2,0.2,0.2,0,0.8,0.666666667,0.166666667,0.166666667,0.166666667,0,0.833333333,0.714285714,0.142857143,0.142857143,0.142857143,0,0.857142857,0.625,0.25,0.125,0.125,0,0.875,0.666666667,0.222222222,0.111111111,0.111111111,0,0.888888889,0.6,0.3,0.1,0.1,0.1,0.8,0.583333333,0.25,0.166666667,0.166666667,0.083333333,0.75,0.5,0.285714286,0.214285714,0.142857143,0.142857143,0.714285714,0.5,0.25,0.25,0.25,0.125,0.625,0.5,0.277777778,0.222222222,0.333333333,0.111111111,0.555555556,0.55,0.25,0.2,0.3,0.1,0.6
Watford,Wigan Athletic,1,1,D,1,0,1,0,2006-2007,3,9,14,7,4,15,26,26,0.115384615,0.346153846,0.538461538,0.269230769,0.153846154,0.576923077,1,0,0,0,0,1,0.5,0,0.5,0.5,0,0.5,0.333333333,0,0.666666667,0.333333333,0,0.666666667,0.5,0,0.5,0.25,0,0.75,0.4,0,0.6,0.2,0,0.8,0.333333333,0,0.666666667,0.166666667,0,0.833333333,0.285714286,0.142857143,0.571428571,0.142857143,0,0.857142857,0.25,0.125,0.625,0.125,0,0.875,0.222222222,0.111111111,0.666666667,0.111111111,0,0.888888889,0.2,0.1,0.7,0.1,0,0.9,0.166666667,0.25,0.583333333,0.166666667,0.083333333,0.75,0.142857143,0.214285714,0.642857143,0.142857143,0.071428571,0.785714286,0.1875,0.1875,0.625,0.1875,0.125,0.6875,0.166666667,0.277777778,0.555555556,0.277777778,0.111111111,0.611111111,0.15,0.3,0.55,0.3,0.1,0.6
Everton,Tottenham Hotspur,1,2,A,0,0,0,1,2006-2007,10,9,7,9,6,11,26,26,0.384615385,0.346153846,0.269230769,0.346153846,0.230769231,0.423076923,1,0,0,0,0,1,0.5,0.5,0,0,0,1,0.666666667,0.333333333,0,0,0.333333333,0.666666667,0.5,0.5,0,0,0.25,0.75,0.4,0.4,0.2,0,0.4,0.6,0.5,0.333333333,0.166666667,0,0.333333333,0.666666667,0.428571429,0.428571429,0.142857143,0.142857143,0.285714286,0.571428571,0.5,0.375,0.125,0.125,0.25,0.625,0.444444444,0.333333333,0.222222222,0.222222222,0.222222222,0.555555556,0.4,0.3,0.3,0.3,0.2,0.5,0.416666667,0.25,0.333333333,0.333333333,0.166666667,0.5,0.428571429,0.285714286,0.285714286,0.357142857,0.214285714,0.428571429,0.375,0.25,0.375,0.375,0.1875,0.4375,0.388888889,0.277777778,0.333333333,0.388888889,0.222222222,0.388888889,0.35,0.3,0.35,0.4,0.25,0.35
Fulham,Manchester United,1,2,A,0,0,0,1,2006-2007,7,11,9,21,3,3,27,27,0.259259259,0.407407407,0.333333333,0.777777778,0.111111111,0.111111111,0,0,1,1,0,0,0.5,0,0.5,1,0,0,0.333333333,0,0.666666667,1,0,0,0.25,0.25,0.5,0.75,0,0.25,0.2,0.4,0.4,0.8,0,0.2,0.166666667,0.5,0.333333333,0.666666667,0.166666667,0.166666667,0.142857143,0.571428571,0.285714286,0.714285714,0.142857143,0.142857143,0.125,0.625,0.25,0.75,0.125,0.125,0.111111111,0.666666667,0.222222222,0.777777778,0.111111111,0.111111111,0.2,0.6,0.2,0.7,0.1,0.2,0.166666667,0.5,0.333333333,0.75,0.083333333,0.166666667,0.214285714,0.428571429,0.357142857,0.714285714,0.142857143,0.142857143,0.1875,0.4375,0.375,0.75,0.125,0.125,0.222222222,0.388888889,0.388888889,0.777777778,0.111111111,0.111111111,0.25,0.4,0.35,0.8,0.1,0.1
Charlton Athletic,West Ham United,4,0,H,2,1,0,0,2006-2007,5,5,17,5,5,17,27,27,0.185185185,0.185185185,0.62962963,0.185185185,0.185185185,0.62962963,0,0,1,0,0,1,0,0,1,0,0,1,0,0.333333333,0.666666667,0,0,1,0.25,0.25,0.5,0,0.25,0.75,0.2,0.2,0.6,0,0.4,0.6,0.166666667,0.166666667,0.666666667,0,0.333333333,0.666666667,0.285714286,0.142857143,0.571428571,0,0.285714286,0.714285714,0.25,0.25,0.5,0,0.25,0.75,0.222222222,0.222222222,0.555555556,0,0.333333333,0.666666667,0.2,0.2,0.6,0.1,0.3,0.6,0.25,0.166666667,0.583333333,0.083333333,0.25,0.666666667,0.214285714,0.214285714,0.571428571,0.142857143,0.214285714,0.642857143,0.1875,0.1875,0.625,0.125,0.1875,0.6875,0.222222222,0.222222222,0.555555556,0.222222222,0.166666667,0.611111111,0.2,0.25,0.55,0.2,0.15,0.65
Liverpool,Sheffield United,4,0,H,2,1,0,0,2006-2007,15,5,7,8,6,13,27,27,0.555555556,0.185185185,0.259259259,0.296296296,0.222222222,0.481481481,0,0,1,1,0,0,0,0.5,0.5,0.5,0,0.5,0.333333333,0.333333333,0.333333333,0.666666667,0,0.333333333,0.5,0.25,0.25,0.5,0,0.5,0.6,0.2,0.2,0.4,0.2,0.4,0.666666667,0.166666667,0.166666667,0.333333333,0.166666667,0.5,0.714285714,0.142857143,0.142857143,0.428571429,0.142857143,0.428571429,0.625,0.125,0.25,0.375,0.125,0.5,0.666666667,0.111111111,0.222222222,0.333333333,0.111111111,0.555555556,0.7,0.1,0.2,0.4,0.1,0.5,0.75,0.083333333,0.166666667,0.416666667,0.166666667,0.416666667,0.714285714,0.142857143,0.142857143,0.428571429,0.142857143,0.428571429,0.625,0.1875,0.1875,0.375,0.1875,0.4375,0.666666667,0.166666667,0.166666667,0.388888889,0.166666667,0.444444444,0.6,0.2,0.2,0.35,0.2,0.45
Middlesbrough,Reading,2,1,H,2,1,0,0,2006-2007,8,8,11,13,4,10,27,27,0.296296296,0.296296296,0.407407407,0.481481481,0.148148148,0.37037037,0,0,1,1,0,0,0,0.5,0.5,1,0,0,0,0.666666667,0.333333333,1,0,0,0.25,0.5,0.25,1,0,0,0.4,0.4,0.2,0.8,0.2,0,0.5,0.333333333,0.166666667,0.833333333,0.166666667,0,0.428571429,0.285714286,0.285714286,0.714285714,0.142857143,0.142857143,0.375,0.375,0.25,0.625,0.25,0.125,0.444444444,0.333333333,0.222222222,0.555555556,0.222222222,0.222222222,0.4,0.3,0.3,0.5,0.2,0.3,0.333333333,0.333333333,0.333333333,0.416666667,0.25,0.333333333,0.285714286,0.357142857,0.357142857,0.5,0.214285714,0.285714286,0.3125,0.375,0.3125,0.5625,0.1875,0.25,0.277777778,0.333333333,0.388888889,0.5,0.166666667,0.333333333,0.35,0.3,0.35,0.45,0.15,0.4
Watford,Everton,0,3,A,0,0,0,1,2006-2007,3,10,14,10,9,8,27,27,0.111111111,0.37037037,0.518518519,0.37037037,0.333333333,0.296296296,0,1,0,0,0,1,0.5,0.5,0,0.5,0,0.5,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.25,0.25,0.5,0.5,0.25,0.25,0.4,0.2,0.4,0.4,0.4,0.2,0.333333333,0.166666667,0.5,0.333333333,0.333333333,0.333333333,0.285714286,0.142857143,0.571428571,0.428571429,0.285714286,0.285714286,0.25,0.25,0.5,0.375,0.375,0.25,0.222222222,0.222222222,0.555555556,0.444444444,0.333333333,0.222222222,0.2,0.2,0.6,0.4,0.3,0.3,0.166666667,0.25,0.583333333,0.416666667,0.25,0.333333333,0.142857143,0.285714286,0.571428571,0.357142857,0.285714286,0.357142857,0.125,0.25,0.625,0.375,0.25,0.375,0.166666667,0.277777778,0.555555556,0.333333333,0.277777778,0.388888889,0.15,0.3,0.55,0.35,0.25,0.4
Wigan Athletic,Newcastle United,1,0,H,2,1,0,0,2006-2007,7,5,15,10,6,11,27,27,0.259259259,0.185185185,0.555555556,0.37037037,0.222222222,0.407407407,0,1,0,1,0,0,0,0.5,0.5,0.5,0,0.5,0.333333333,0.333333333,0.333333333,0.666666667,0,0.333333333,0.25,0.25,0.5,0.5,0.25,0.25,0.2,0.2,0.6,0.6,0.2,0.2,0.166666667,0.166666667,0.666666667,0.5,0.333333333,0.166666667,0.142857143,0.142857143,0.714285714,0.428571429,0.285714286,0.285714286,0.125,0.125,0.75,0.375,0.25,0.375,0.111111111,0.111111111,0.777777778,0.444444444,0.222222222,0.333333333,0.1,0.1,0.8,0.5,0.2,0.3,0.083333333,0.166666667,0.75,0.5,0.166666667,0.333333333,0.142857143,0.142857143,0.714285714,0.571428571,0.142857143,0.285714286,0.125,0.1875,0.6875,0.5,0.25,0.25,0.222222222,0.166666667,0.611111111,0.444444444,0.277777778,0.277777778,0.3,0.15,0.55,0.4,0.25,0.35
